Model           TIME(t) ACC(t)  ERR(t)  ACC(v)  ERR(v)  Parameters
SYN2020-LUCID   0.88971 0.49140 0.69914 0.52050 0.68802 lr=0.100,b=1024,n=010,t=010,k=001,h=(03,11),m=min
SYN2020-LUCID   0.22300 0.52124 0.67139 0.99685 0.63819 lr=0.100,b=1024,n=010,t=010,k=001,h=(03,11),m=min
SYN2020-LUCID   0.18900 0.83012 0.57859 0.97792 0.52992 lr=0.100,b=1024,n=010,t=010,k=001,h=(03,11),m=min
SYN2020-LUCID   0.18500 0.97297 0.44537 0.99685 0.40719 lr=0.100,b=1024,n=010,t=010,k=001,h=(03,11),m=min
SYN2020-LUCID   0.18500 0.97403 0.36558 0.99685 0.32565 lr=0.100,b=1024,n=010,t=010,k=001,h=(03,11),m=min
SYN2020-LUCID   0.33200 0.97367 0.31783 0.99685 0.27643 lr=0.100,b=1024,n=010,t=010,k=001,h=(03,11),m=min
SYN2020-LUCID   0.24500 0.97683 0.28301 0.99685 0.23754 lr=0.100,b=1024,n=010,t=010,k=001,h=(03,11),m=min
SYN2020-LUCID   0.26600 0.98421 0.24571 0.99685 0.21250 lr=0.100,b=1024,n=010,t=010,k=001,h=(03,11),m=min
SYN2020-LUCID   0.31000 0.96841 0.23190 0.98738 0.19963 lr=0.100,b=1024,n=010,t=010,k=001,h=(03,11),m=min
SYN2020-LUCID   0.25205 0.96385 0.21572 0.99685 0.18568 lr=0.100,b=1024,n=010,t=010,k=001,h=(03,11),m=min
SYN2020-LUCID   0.28000 0.96981 0.20578 0.95268 0.18732 lr=0.100,b=1024,n=010,t=010,k=001,h=(03,11),m=min
SYN2020-LUCID   0.15200 0.97122 0.18392 0.96215 0.18670 lr=0.100,b=1024,n=010,t=010,k=001,h=(03,11),m=min
SYN2020-LUCID   0.30800 0.97157 0.17898 0.98738 0.18714 lr=0.100,b=1024,n=010,t=010,k=001,h=(03,11),m=min
SYN2020-LUCID   0.29600 0.96560 0.18745 0.99685 0.17638 lr=0.100,b=1024,n=010,t=010,k=001,h=(03,11),m=min
SYN2020-LUCID   0.25400 0.97403 0.16400 0.99685 0.16434 lr=0.100,b=1024,n=010,t=010,k=001,h=(03,11),m=min
